,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2020-08-25 03:00:00+05:00,14.0,28.83,25.86,0.84,2.09,75.22,0.35,0.06
2020-08-25 04:00:00+05:00,16.0,28.49,25.67,0.85,2.87,81.73,0.34,0.0
2020-08-25 05:00:00+05:00,16.0,28.43,25.6,0.85,3.39,89.66,0.51,0.0
2020-08-25 06:00:00+05:00,16.0,28.48,25.63,0.85,2.84,100.38,0.45,0.0
2020-08-25 07:00:00+05:00,18.0,29.52,25.45,0.79,3.02,111.51,0.51,0.01
2020-08-25 08:00:00+05:00,12.0,29.91,25.7,0.78,3.12,119.48,0.35,0.03
2020-08-25 09:00:00+05:00,10.0,30.41,25.88,0.77,2.8,118.15,0.39,0.09
2020-08-25 10:00:00+05:00,10.0,32.46,25.33,0.66,2.37,105.43,0.46,0.06
2020-08-25 11:00:00+05:00,10.0,33.28,25.56,0.64,2.7,109.6,0.31,0.06
2020-08-25 12:00:00+05:00,13.0,33.62,25.55,0.63,2.85,106.77,0.31,0.05
2020-08-25 13:00:00+05:00,16.0,34.41,25.23,0.59,2.5,92.36,0.27,0.1
2020-08-25 14:00:00+05:00,16.0,33.57,25.32,0.62,2.67,81.03,0.48,0.16
2020-08-25 15:00:00+05:00,12.0,33.58,26.78,0.68,2.25,89.72,0.68,1.14
2020-08-25 16:00:00+05:00,12.0,32.43,26.86,0.72,2.78,84.59,0.79,2.78
2020-08-25 17:00:00+05:00,12.0,32.07,27.01,0.75,2.37,86.04,0.73,1.5
2020-08-25 18:00:00+05:00,11.0,31.71,26.51,0.74,2.37,88.2,0.72,0.13
2020-08-25 19:00:00+05:00,17.0,30.59,26.81,0.8,1.78,96.64,0.82,0.0
2020-08-25 20:00:00+05:00,27.0,30.2,26.56,0.81,2.19,93.19,0.83,0.0
2020-08-25 21:00:00+05:00,30.0,30.14,26.59,0.81,2.2,96.25,0.84,0.0
2020-08-25 22:00:00+05:00,25.0,29.42,26.7,0.85,2.3,101.96,0.86,0.0
2020-08-25 23:00:00+05:00,25.0,29.61,26.88,0.85,2.07,113.09,0.94,0.0
2020-08-26 00:00:00+05:00,21.0,29.56,26.75,0.85,2.35,114.33,0.89,0.0
2020-08-26 01:00:00+05:00,16.0,29.07,26.73,0.87,2.57,112.11,0.88,0.0
2020-08-26 02:00:00+05:00,17.0,29.17,26.77,0.87,2.61,111.16,0.39,0.0
2020-08-26 03:00:00+05:00,20.0,28.77,26.39,0.87,2.2,91.32,0.46,0.0
2020-08-26 04:00:00+05:00,20.0,28.71,26.38,0.87,2.23,89.07,0.83,0.15
2020-08-26 05:00:00+05:00,24.0,28.11,26.09,0.89,2.58,90.48,0.71,0.85
2020-08-26 06:00:00+05:00,24.0,27.7,26.04,0.91,2.85,104.1,0.79,0.34
2020-08-26 07:00:00+05:00,21.0,28.01,25.89,0.88,3.13,111.45,0.72,0.02
2020-08-26 08:00:00+05:00,21.0,28.31,25.9,0.87,3.18,112.4,0.87,0.0
2020-08-26 09:00:00+05:00,16.0,29.15,25.84,0.82,3.66,120.14,0.91,0.05
2020-08-26 10:00:00+05:00,19.0,30.35,25.66,0.76,4.14,121.55,0.97,0.16
2020-08-26 11:00:00+05:00,11.0,30.81,25.81,0.75,4.21,131.98,0.98,0.22
2020-08-26 12:00:00+05:00,11.0,31.1,26.34,0.76,3.77,141.57,0.86,0.13
2020-08-26 13:00:00+05:00,9.0,31.59,26.52,0.75,3.37,147.7,0.89,2.75
2020-08-26 14:00:00+05:00,9.0,31.28,26.28,0.75,2.48,154.24,0.88,0.34
2020-08-26 15:00:00+05:00,12.0,29.52,26.09,0.82,1.4,128.13,0.99,0.99
2020-08-26 16:00:00+05:00,18.0,29.73,26.37,0.82,1.18,96.48,1.0,1.29
2020-08-26 17:00:00+05:00,18.0,29.72,26.04,0.81,1.38,69.5,0.99,0.15
2020-08-26 18:00:00+05:00,10.0,29.65,25.61,0.79,1.71,28.87,0.97,0.0
2020-08-26 19:00:00+05:00,24.0,28.76,25.87,0.84,2.17,30.62,0.99,0.41
2020-08-26 20:00:00+05:00,27.0,27.92,25.76,0.88,1.95,50.13,0.99,0.64
2020-08-26 21:00:00+05:00,17.0,27.81,25.83,0.89,2.24,75.98,0.99,0.6
2020-08-26 22:00:00+05:00,17.0,27.61,25.95,0.91,2.25,104.36,0.99,0.83
2020-08-26 23:00:00+05:00,22.0,27.56,25.97,0.91,2.12,127.02,0.97,1.92
2020-08-27 00:00:00+05:00,15.0,27.5,25.97,0.91,2.17,138.0,0.97,0.47
2020-08-27 01:00:00+05:00,17.0,27.19,25.92,0.93,2.14,145.5,0.97,0.95
2020-08-27 02:00:00+05:00,17.0,27.16,25.92,0.93,1.77,158.85,0.97,0.57
2020-08-27 03:00:00+05:00,12.0,27.36,26.29,0.94,1.09,136.11,0.99,0.46
2020-08-27 04:00:00+05:00,15.0,27.29,26.1,0.93,1.44,151.74,1.0,0.69
2020-08-27 05:00:00+05:00,15.0,27.33,25.98,0.92,1.14,156.73,0.98,0.95
2020-08-27 06:00:00+05:00,14.0,27.16,25.79,0.92,1.39,149.58,0.96,0.71
2020-08-27 07:00:00+05:00,16.0,27.73,25.84,0.89,1.85,148.79,0.63,0.25
2020-08-27 08:00:00+05:00,26.0,27.92,25.79,0.88,2.06,163.31,0.46,0.06
2020-08-27 09:00:00+05:00,26.0,29.13,26.07,0.84,2.36,165.37,0.39,0.04
2020-08-27 10:00:00+05:00,13.0,30.56,25.68,0.75,2.59,154.0,0.39,0.17
2020-08-27 11:00:00+05:00,13.0,30.95,25.6,0.73,2.77,150.11,0.77,0.15
2020-08-27 12:00:00+05:00,15.0,30.73,25.33,0.73,3.26,148.97,0.77,0.09
2020-08-27 13:00:00+05:00,17.0,31.38,25.15,0.7,3.54,151.91,0.62,0.07
2020-08-27 14:00:00+05:00,17.0,31.03,25.23,0.71,3.13,154.44,0.63,0.97
2020-08-27 15:00:00+05:00,6.0,29.95,25.48,0.77,2.85,185.31,0.81,2.23
2020-08-27 16:00:00+05:00,6.0,30.65,25.69,0.75,2.22,205.07,0.92,0.19
2020-08-27 17:00:00+05:00,7.0,31.1,25.78,0.73,0.84,229.48,0.99,0.01
2020-08-27 18:00:00+05:00,28.0,30.44,25.82,0.76,0.67,34.59,1.0,0.4
2020-08-27 19:00:00+05:00,14.0,28.66,25.82,0.85,1.28,55.11,0.95,0.22
2020-08-27 20:00:00+05:00,14.0,27.31,25.09,0.88,1.42,76.01,0.76,0.03
2020-08-27 21:00:00+05:00,7.0,27.3,25.3,0.89,1.67,91.41,0.46,0.0
2020-08-27 22:00:00+05:00,7.0,27.08,25.36,0.9,1.89,98.36,0.26,0.0
2020-08-27 23:00:00+05:00,16.0,26.97,25.34,0.91,2.04,103.81,0.24,0.11
2020-08-28 00:00:00+05:00,16.0,26.67,25.11,0.91,1.54,104.01,0.47,3.83
2020-08-28 01:00:00+05:00,196.0,25.97,24.92,0.94,1.16,115.46,0.43,4.88
2020-08-28 02:00:00+05:00,196.0,25.77,24.73,0.94,0.94,125.37,0.47,4.49
2020-08-28 03:00:00+05:00,15.0,25.42,25.19,0.99,0.6,91.14,0.91,3.31
2020-08-28 04:00:00+05:00,15.0,25.31,24.91,0.98,1.11,85.11,0.55,1.23
2020-08-28 05:00:00+05:00,10.0,25.43,25.01,0.97,1.47,81.49,0.45,0.14
2020-08-28 06:00:00+05:00,10.0,25.6,25.04,0.97,1.87,77.91,0.37,1.09
2020-08-28 07:00:00+05:00,10.0,25.87,24.84,0.94,1.81,85.35,0.42,1.56
2020-08-28 08:00:00+05:00,3.0,25.8,24.84,0.94,1.99,98.57,0.4,1.09
2020-08-28 09:00:00+05:00,13.0,26.04,24.86,0.93,2.03,117.55,0.55,0.69
2020-08-28 10:00:00+05:00,10.0,27.87,25.03,0.85,1.65,130.75,0.51,0.31
2020-08-28 11:00:00+05:00,7.0,28.51,25.43,0.83,1.19,134.78,0.26,0.2
2020-08-28 12:00:00+05:00,12.0,28.75,25.55,0.83,1.04,127.82,0.33,0.37
2020-08-28 13:00:00+05:00,10.0,30.32,25.89,0.77,0.84,132.91,0.83,2.3
2020-08-28 14:00:00+05:00,19.0,31.1,26.23,0.75,0.67,145.75,0.77,2.0
2020-08-28 15:00:00+05:00,63.0,30.75,27.26,0.82,1.26,37.22,0.67,0.58
2020-08-28 16:00:00+05:00,63.0,30.17,26.64,0.81,1.11,57.3,0.54,0.54
2020-08-28 17:00:00+05:00,47.0,30.3,26.54,0.8,0.8,55.8,0.48,0.18
2020-08-28 18:00:00+05:00,50.0,30.0,26.18,0.8,0.7,46.92,0.56,0.31
2020-08-28 19:00:00+05:00,16.0,28.68,26.22,0.87,0.92,24.77,0.28,0.03
2020-08-28 20:00:00+05:00,16.0,28.12,26.03,0.88,1.15,37.53,0.23,0.0
2020-08-28 21:00:00+05:00,22.0,27.93,25.77,0.88,1.22,40.16,0.13,0.0
2020-08-28 22:00:00+05:00,31.0,27.21,25.56,0.91,1.01,28.6,0.13,0.0
2020-08-28 23:00:00+05:00,19.0,27.07,25.45,0.91,0.91,26.47,0.07,0.0
2020-08-29 00:00:00+05:00,28.0,26.82,25.26,0.91,1.02,46.9,0.04,0.0
2020-08-29 01:00:00+05:00,28.0,26.46,25.21,0.93,1.0,61.71,0.04,0.0
2020-08-29 02:00:00+05:00,21.0,26.35,25.19,0.93,1.0,59.93,0.02,0.0
2020-08-29 03:00:00+05:00,37.0,26.3,25.53,0.96,1.08,54.06,0.08,0.0
2020-08-29 04:00:00+05:00,21.0,26.31,25.53,0.95,1.6,39.16,0.09,0.0
2020-08-29 05:00:00+05:00,21.0,26.55,25.55,0.94,2.0,45.69,0.33,0.0
2020-08-29 06:00:00+05:00,8.0,26.62,25.63,0.94,1.76,58.92,0.34,0.01
2020-08-29 07:00:00+05:00,13.0,27.85,25.87,0.89,1.62,88.56,0.3,0.03
2020-08-29 08:00:00+05:00,17.0,28.25,26.33,0.89,1.86,107.46,0.5,0.16
2020-08-29 09:00:00+05:00,17.0,28.86,27.01,0.9,1.68,114.84,0.59,0.05
2020-08-29 10:00:00+05:00,10.0,30.85,26.92,0.8,1.62,105.59,0.53,0.04
2020-08-29 11:00:00+05:00,10.0,31.51,27.07,0.77,1.68,110.15,0.33,0.02
2020-08-29 12:00:00+05:00,17.0,31.81,27.2,0.77,1.43,119.51,0.36,0.03
2020-08-29 13:00:00+05:00,24.0,32.58,26.83,0.72,1.06,128.45,0.33,0.02
2020-08-29 14:00:00+05:00,23.0,33.89,26.45,0.65,0.67,145.71,0.29,0.04
2020-08-29 15:00:00+05:00,23.0,33.42,25.33,0.63,0.68,96.67,0.27,0.02
2020-08-29 16:00:00+05:00,29.0,33.46,25.33,0.62,0.69,104.95,0.15,0.02
2020-08-29 17:00:00+05:00,29.0,33.64,25.1,0.61,0.43,74.24,0.1,0.0
2020-08-29 18:00:00+05:00,36.0,33.29,24.86,0.61,0.61,54.6,0.06,0.0
2020-08-29 19:00:00+05:00,46.0,31.36,25.72,0.72,0.97,49.87,0.05,0.0
2020-08-29 20:00:00+05:00,46.0,30.49,26.35,0.79,1.37,60.64,0.03,0.0
2020-08-29 21:00:00+05:00,90.0,30.55,26.39,0.79,1.66,67.03,0.05,0.0
2020-08-29 22:00:00+05:00,44.0,29.42,26.45,0.84,1.72,68.57,0.04,0.0
2020-08-29 23:00:00+05:00,41.0,29.12,26.39,0.85,1.69,71.09,0.05,0.0
2020-08-30 00:00:00+05:00,41.0,28.94,26.19,0.85,1.42,78.36,0.04,0.0
2020-08-30 01:00:00+05:00,37.0,28.23,26.22,0.89,1.34,82.74,0.03,0.0
2020-08-30 02:00:00+05:00,40.0,28.07,26.2,0.9,1.33,80.6,0.04,0.0
2020-08-30 03:00:00+05:00,47.0,27.63,26.0,0.91,1.26,55.48,0.06,0.0
2020-08-30 04:00:00+05:00,47.0,27.41,25.91,0.92,1.06,52.58,0.08,0.0
2020-08-30 05:00:00+05:00,43.0,27.64,25.82,0.9,1.08,50.06,0.13,0.0
2020-08-30 06:00:00+05:00,43.0,27.8,25.93,0.9,0.96,60.23,0.07,0.0
2020-08-30 07:00:00+05:00,57.0,29.3,25.92,0.82,0.98,59.25,0.07,0.0
2020-08-30 08:00:00+05:00,34.0,29.91,26.29,0.81,1.49,78.4,0.26,0.08
2020-08-30 09:00:00+05:00,35.0,30.17,26.61,0.81,1.82,98.98,0.35,0.13
2020-08-30 10:00:00+05:00,28.0,32.15,26.27,0.71,1.96,115.09,0.2,0.09
2020-08-30 11:00:00+05:00,27.0,32.39,26.23,0.7,2.17,119.61,0.28,0.08
2020-08-30 12:00:00+05:00,27.0,32.64,26.25,0.69,2.36,132.92,0.46,0.09
2020-08-30 13:00:00+05:00,33.0,33.32,26.36,0.67,2.31,139.79,0.41,0.13
2020-08-30 14:00:00+05:00,17.0,32.86,25.38,0.65,2.06,134.91,0.47,0.11
2020-08-30 15:00:00+05:00,11.0,32.15,25.66,0.69,1.26,185.64,0.6,0.41
2020-08-30 16:00:00+05:00,11.0,32.14,25.71,0.69,2.12,109.19,0.63,0.45
2020-08-30 17:00:00+05:00,2.0,31.12,25.88,0.74,2.4,114.58,0.79,3.51
2020-08-30 18:00:00+05:00,1.0,30.41,25.6,0.75,1.99,101.28,0.84,0.7
2020-08-30 19:00:00+05:00,29.0,29.35,25.72,0.81,1.73,94.08,0.79,0.0
2020-08-30 20:00:00+05:00,29.0,28.93,25.67,0.83,2.13,93.9,0.67,0.0
2020-08-30 21:00:00+05:00,55.0,29.0,25.61,0.82,2.58,95.56,0.56,0.0
2020-08-30 22:00:00+05:00,26.0,28.29,25.7,0.86,2.76,97.95,0.53,0.0
2020-08-30 23:00:00+05:00,23.0,28.35,25.73,0.86,2.92,99.09,0.38,0.0
2020-08-31 00:00:00+05:00,41.0,28.28,25.6,0.85,3.06,98.55,0.31,0.0
2020-08-31 01:00:00+05:00,41.0,28.02,25.64,0.87,3.08,98.2,0.36,0.0
2020-08-31 02:00:00+05:00,14.0,28.1,25.51,0.86,3.19,103.12,0.55,0.0
2020-08-31 03:00:00+05:00,14.0,28.17,25.19,0.84,2.81,107.7,0.84,0.03
2020-08-31 04:00:00+05:00,17.0,27.98,24.87,0.83,3.09,105.33,0.9,0.05
2020-08-31 05:00:00+05:00,17.0,28.17,24.68,0.81,3.34,98.83,0.93,0.07
2020-08-31 06:00:00+05:00,8.0,28.15,24.73,0.82,3.28,91.02,0.97,0.11
2020-08-31 07:00:00+05:00,6.0,28.4,24.73,0.81,3.51,80.29,0.98,0.04
2020-08-31 08:00:00+05:00,10.0,28.81,25.13,0.81,4.92,93.34,0.99,0.08
2020-08-31 09:00:00+05:00,11.0,28.94,25.29,0.81,5.22,104.01,1.0,0.14
2020-08-31 10:00:00+05:00,11.0,30.41,25.73,0.76,4.79,111.79,1.0,0.08
2020-08-31 11:00:00+05:00,6.0,30.79,25.87,0.75,4.38,111.63,1.0,0.03
2020-08-31 12:00:00+05:00,7.0,31.06,26.06,0.75,4.47,106.49,0.94,0.08
2020-08-31 13:00:00+05:00,8.0,32.29,25.88,0.69,5.0,111.43,0.96,0.11
2020-08-31 14:00:00+05:00,10.0,32.35,25.59,0.68,4.64,113.06,0.67,0.55
2020-08-31 15:00:00+05:00,9.0,31.02,25.59,0.73,5.07,109.8,0.34,0.1
2020-08-31 16:00:00+05:00,9.0,30.27,25.2,0.74,4.63,120.23,0.68,0.48
2020-08-31 17:00:00+05:00,9.0,29.56,25.46,0.79,2.7,114.73,0.7,3.48
2020-08-31 18:00:00+05:00,15.0,29.43,25.26,0.78,1.86,104.09,0.57,1.22
2020-08-31 19:00:00+05:00,18.0,28.56,25.6,0.84,1.74,88.89,0.51,0.06
2020-08-31 20:00:00+05:00,21.0,28.37,25.52,0.85,2.58,95.53,0.29,0.01
2020-08-31 21:00:00+05:00,26.0,28.46,25.44,0.84,3.34,101.98,0.28,0.0
2020-08-31 22:00:00+05:00,24.0,27.82,25.27,0.86,3.47,105.75,0.18,0.0
2020-08-31 23:00:00+05:00,22.0,27.8,25.12,0.85,3.63,104.99,0.21,0.0
2020-09-01 00:00:00+05:00,19.0,27.66,24.96,0.85,3.64,104.71,0.15,0.0
2020-09-01 01:00:00+05:00,16.0,27.22,24.72,0.86,3.61,105.97,0.23,0.0
2020-09-01 02:00:00+05:00,16.0,26.97,24.74,0.88,3.8,107.13,0.2,0.0
2020-09-01 03:00:00+05:00,15.0,26.82,24.53,0.87,3.33,115.62,0.33,0.0
2020-09-01 04:00:00+05:00,15.0,26.81,24.5,0.87,2.95,108.39,0.23,0.0
2020-09-01 05:00:00+05:00,17.0,26.67,24.3,0.87,3.05,104.82,0.16,0.0
2020-09-01 06:00:00+05:00,17.0,26.44,24.26,0.88,3.12,103.37,0.12,0.0
2020-09-01 07:00:00+05:00,15.0,27.33,24.58,0.85,3.21,103.32,0.15,0.0
2020-09-01 08:00:00+05:00,15.0,28.08,25.03,0.84,3.53,115.85,0.24,0.0
2020-09-01 09:00:00+05:00,10.0,28.36,25.03,0.82,3.76,130.31,0.33,0.13
2020-09-01 10:00:00+05:00,10.0,29.79,24.9,0.75,3.54,133.2,0.37,0.07
2020-09-01 11:00:00+05:00,15.0,30.48,25.31,0.74,3.3,123.87,0.35,0.03
2020-09-01 12:00:00+05:00,9.0,31.02,25.37,0.72,3.36,112.83,0.42,0.07
2020-09-01 13:00:00+05:00,9.0,31.67,25.3,0.69,3.5,109.49,0.28,0.06
2020-09-01 14:00:00+05:00,10.0,32.05,25.68,0.69,3.61,112.35,0.7,0.08
2020-09-01 15:00:00+05:00,9.0,32.1,25.42,0.68,3.33,126.06,0.61,0.09
2020-09-01 16:00:00+05:00,9.0,31.74,25.26,0.69,3.05,126.89,0.56,0.39
2020-09-01 17:00:00+05:00,10.0,30.74,25.57,0.74,2.66,133.44,0.41,0.6
2020-09-01 18:00:00+05:00,13.0,30.4,25.68,0.76,1.65,133.55,0.33,0.62
2020-09-01 19:00:00+05:00,20.0,29.54,25.87,0.81,1.24,126.22,0.24,0.01
2020-09-01 20:00:00+05:00,20.0,29.26,25.86,0.82,1.19,117.58,0.28,0.0
2020-09-01 21:00:00+05:00,15.0,28.9,25.83,0.84,1.14,94.61,0.35,0.02
2020-09-01 22:00:00+05:00,21.0,28.57,25.98,0.86,1.51,86.75,0.31,0.01
2020-09-01 23:00:00+05:00,19.0,28.49,25.77,0.85,1.87,86.39,0.41,0.02
2020-09-02 00:00:00+05:00,15.0,28.46,25.76,0.85,2.12,89.65,0.35,0.0
2020-09-02 01:00:00+05:00,20.0,28.04,25.85,0.88,1.96,86.34,0.21,0.04
2020-09-02 02:00:00+05:00,20.0,27.71,25.77,0.89,1.99,87.55,0.19,0.01
2020-09-02 03:00:00+05:00,45.0,27.31,25.07,0.88,2.25,95.47,0.21,0.01
2020-09-02 04:00:00+05:00,17.0,26.98,24.97,0.89,2.06,104.95,0.18,0.01
2020-09-02 05:00:00+05:00,20.0,27.2,25.0,0.88,1.8,112.74,0.19,0.0
2020-09-02 06:00:00+05:00,20.0,27.21,25.16,0.89,1.79,114.2,0.12,0.0
2020-09-02 07:00:00+05:00,18.0,28.3,25.41,0.84,2.12,110.32,0.04,0.0
2020-09-02 08:00:00+05:00,24.0,28.94,25.98,0.84,2.46,116.19,0.05,0.0
2020-09-02 09:00:00+05:00,20.0,29.5,26.29,0.83,2.77,115.17,0.03,0.0
2020-09-02 10:00:00+05:00,20.0,31.66,26.03,0.72,3.25,117.6,0.11,0.01
2020-09-02 11:00:00+05:00,21.0,32.24,26.29,0.71,3.48,122.65,0.14,0.05
2020-09-02 12:00:00+05:00,27.0,32.22,26.15,0.7,3.43,124.77,0.46,0.03
2020-09-02 13:00:00+05:00,27.0,33.25,25.94,0.66,3.2,126.8,0.7,0.16
2020-09-02 14:00:00+05:00,25.0,33.5,25.91,0.65,3.01,127.15,0.62,0.03
2020-09-02 15:00:00+05:00,17.0,33.53,26.76,0.68,2.23,126.5,0.54,0.02
2020-09-02 16:00:00+05:00,11.0,33.07,26.41,0.68,1.63,132.24,0.3,0.07
2020-09-02 17:00:00+05:00,11.0,32.95,26.33,0.68,1.22,118.9,0.15,0.04
2020-09-02 18:00:00+05:00,11.0,32.51,26.06,0.69,0.23,158.6,0.29,0.11
2020-09-02 19:00:00+05:00,19.0,31.1,26.27,0.76,0.12,328.73,0.33,0.02
2020-09-02 20:00:00+05:00,19.0,30.48,26.36,0.79,0.76,7.82,0.24,0.0
2020-09-02 21:00:00+05:00,20.0,30.07,26.09,0.79,1.13,7.22,0.23,0.0
2020-09-02 22:00:00+05:00,21.0,29.44,26.03,0.82,1.0,15.07,0.11,0.0
2020-09-02 23:00:00+05:00,24.0,29.08,25.73,0.82,0.99,29.7,0.19,0.0
2020-09-03 00:00:00+05:00,16.0,29.19,25.71,0.82,1.02,36.62,0.3,0.0
2020-09-03 01:00:00+05:00,16.0,28.74,25.72,0.84,1.13,52.04,0.63,0.0
2020-09-03 02:00:00+05:00,16.0,28.71,25.59,0.83,1.41,70.01,0.77,0.0
2020-09-03 03:00:00+05:00,14.0,28.02,26.12,0.89,1.29,43.36,0.23,0.0
2020-09-03 04:00:00+05:00,14.0,27.89,25.91,0.89,1.72,66.27,0.1,0.0
2020-09-03 05:00:00+05:00,16.0,27.89,25.62,0.87,1.56,71.55,0.06,0.08
2020-09-03 06:00:00+05:00,18.0,27.87,25.57,0.87,2.01,73.51,0.13,0.16
2020-09-03 07:00:00+05:00,18.0,28.94,25.83,0.83,2.52,87.56,0.07,0.21
2020-09-03 08:00:00+05:00,16.0,29.25,26.32,0.84,2.69,101.02,0.25,0.24
2020-09-03 09:00:00+05:00,16.0,29.45,26.5,0.84,3.22,111.09,0.29,0.31
2020-09-03 10:00:00+05:00,12.0,32.06,26.09,0.71,3.76,125.95,0.37,0.11
2020-09-03 11:00:00+05:00,12.0,32.72,26.34,0.69,3.82,131.88,0.46,0.19
2020-09-03 12:00:00+05:00,12.0,33.3,26.48,0.68,3.37,139.54,0.35,0.13
2020-09-03 13:00:00+05:00,17.0,31.49,26.19,0.74,2.76,143.29,0.49,0.03
2020-09-03 14:00:00+05:00,17.0,30.5,26.66,0.8,1.71,146.21,0.54,1.03
2020-09-03 15:00:00+05:00,13.0,30.38,26.31,0.79,1.4,105.23,0.67,2.73
2020-09-03 16:00:00+05:00,13.0,29.8,26.3,0.82,2.44,98.75,0.86,3.36
2020-09-03 17:00:00+05:00,11.0,29.04,25.86,0.83,2.94,104.11,0.83,2.71
2020-09-03 18:00:00+05:00,17.0,28.4,25.3,0.83,3.55,114.5,0.82,1.76
2020-09-03 19:00:00+05:00,17.0,27.22,25.41,0.9,2.63,109.27,0.88,0.85
2020-09-03 20:00:00+05:00,12.0,26.98,25.72,0.93,2.53,103.74,0.99,1.02
2020-09-03 21:00:00+05:00,12.0,26.95,25.57,0.92,2.36,110.93,0.95,0.49
2020-09-03 22:00:00+05:00,9.0,26.85,25.71,0.93,2.17,107.93,1.0,0.45
2020-09-03 23:00:00+05:00,14.0,27.04,25.84,0.93,1.99,103.34,1.0,0.5
2020-09-04 00:00:00+05:00,13.0,26.92,25.73,0.93,1.69,90.94,1.0,0.68
2020-09-04 01:00:00+05:00,44.0,26.73,25.7,0.94,1.78,71.81,0.99,0.65
2020-09-04 02:00:00+05:00,79.0,26.81,25.81,0.94,2.06,67.01,0.96,0.98
2020-09-04 03:00:00+05:00,186.0,26.7,25.75,0.95,2.39,45.27,0.99,1.22
2020-09-04 04:00:00+05:00,186.0,26.4,25.42,0.94,2.35,47.73,0.98,4.45
2020-09-04 05:00:00+05:00,53.0,26.24,25.05,0.93,2.25,51.7,0.99,5.2
2020-09-04 06:00:00+05:00,53.0,25.89,24.74,0.93,1.86,68.08,0.97,3.8
2020-09-04 07:00:00+05:00,58.0,25.86,24.68,0.93,1.88,87.98,0.91,2.82
2020-09-04 08:00:00+05:00,13.0,25.64,24.7,0.95,1.8,99.7,1.0,2.62
2020-09-04 09:00:00+05:00,13.0,25.47,24.87,0.96,1.39,104.03,0.98,2.58
2020-09-04 10:00:00+05:00,15.0,26.35,24.95,0.92,0.98,50.72,0.98,2.11
2020-09-04 11:00:00+05:00,77.0,26.98,25.16,0.9,1.56,44.7,0.98,1.63
2020-09-04 12:00:00+05:00,51.0,27.05,25.03,0.89,1.94,41.29,0.98,0.53
2020-09-04 13:00:00+05:00,51.0,27.35,24.82,0.86,2.67,44.11,1.0,0.49
2020-09-04 14:00:00+05:00,21.0,27.96,25.01,0.84,3.1,40.53,1.0,0.16
2020-09-04 15:00:00+05:00,57.0,27.86,25.87,0.89,3.29,40.15,1.0,0.02
2020-09-04 16:00:00+05:00,30.0,28.58,26.28,0.87,2.86,34.62,1.0,0.1
2020-09-04 17:00:00+05:00,30.0,28.89,26.13,0.85,2.77,26.63,1.0,0.01
2020-09-04 18:00:00+05:00,30.0,28.95,26.16,0.85,2.09,8.17,0.98,0.03
2020-09-04 19:00:00+05:00,21.0,27.99,26.11,0.9,1.91,355.17,0.99,0.01
2020-09-04 20:00:00+05:00,38.0,27.46,25.68,0.9,1.8,353.46,0.95,0.01
2020-09-04 21:00:00+05:00,34.0,27.48,25.6,0.9,1.15,354.29,0.97,0.32
2020-09-04 22:00:00+05:00,32.0,26.97,25.5,0.92,1.04,333.01,0.99,0.25
2020-09-04 23:00:00+05:00,48.0,27.02,25.45,0.91,0.63,296.6,0.96,0.08
2020-09-05 00:00:00+05:00,118.0,27.1,25.39,0.9,1.12,322.91,0.96,0.0
2020-09-05 01:00:00+05:00,173.0,26.76,25.28,0.92,1.63,337.63,0.93,0.0
2020-09-05 02:00:00+05:00,132.0,26.71,25.29,0.92,1.81,350.44,0.92,0.0
2020-09-05 03:00:00+05:00,168.0,25.72,24.64,0.94,1.33,0.61,0.96,0.49
2020-09-05 04:00:00+05:00,168.0,25.45,24.39,0.94,1.51,358.63,0.94,2.8
2020-09-05 05:00:00+05:00,125.0,25.46,24.31,0.93,1.72,348.29,0.93,2.24
2020-09-05 06:00:00+05:00,125.0,25.73,24.59,0.93,1.65,341.26,0.95,1.02
2020-09-05 07:00:00+05:00,199.0,26.61,24.63,0.89,1.54,330.81,0.9,0.4
2020-09-05 08:00:00+05:00,186.0,26.72,25.1,0.91,1.39,313.58,0.86,0.12
2020-09-05 09:00:00+05:00,87.0,27.01,25.42,0.91,1.57,292.88,0.93,0.12
2020-09-05 10:00:00+05:00,76.0,29.26,25.3,0.79,1.56,302.95,0.91,0.09
2020-09-05 11:00:00+05:00,76.0,29.8,25.22,0.76,1.27,308.91,0.96,0.06
2020-09-05 12:00:00+05:00,93.0,30.19,25.24,0.75,0.86,310.4,0.93,0.34
2020-09-05 13:00:00+05:00,70.0,31.31,25.0,0.69,0.89,328.66,0.89,0.1
2020-09-05 14:00:00+05:00,70.0,31.89,25.03,0.67,1.0,0.48,0.9,0.06
2020-09-05 15:00:00+05:00,37.0,32.56,26.62,0.71,1.77,329.52,0.9,0.04
2020-09-05 16:00:00+05:00,36.0,32.24,26.21,0.71,2.38,35.0,0.9,0.17
2020-09-05 17:00:00+05:00,36.0,31.86,26.15,0.72,0.8,91.68,0.89,0.38
2020-09-05 18:00:00+05:00,72.0,31.77,27.03,0.76,1.07,162.19,0.88,0.0
2020-09-05 19:00:00+05:00,82.0,29.88,26.14,0.8,1.42,177.55,0.77,0.0
2020-09-05 20:00:00+05:00,82.0,29.25,25.85,0.82,1.42,167.66,0.65,0.0
2020-09-05 21:00:00+05:00,78.0,28.84,25.57,0.83,1.55,174.5,0.65,0.0
2020-09-05 22:00:00+05:00,78.0,28.01,25.62,0.87,1.53,178.73,0.67,0.0
